RepID,RepIDurl,ExpID,ExpName,Purpose,Conclusion,Comments,Keywords,ManuscriptUrl,Manuscripts,Design,Design_FCS_Count,MifScore,PResearcher,PInvestigator,UploadAuth,ExpDates,ExpStart,ExpEnd,UploadDate,LastUpdate,Organizations,Funding,QualControl,QualControlUrl,hasWSP,Attachments,Event_total_K,Event_mean_K,FCS_count,FCS_total_MB,FCS_mean_MB,FCSVers,Cytometer
FR-FCM-ZZJ7,FR-FCM-ZZJ7,615,GvHD data subset,"Small subset of a GvHD (Graft-versus-Host Disease) data of Brinkman et al. (2007). This dataset contains only 2 FCS files and 2 attachments. The purpose of this dataset is to use it for testing of FlowRepository API and the FlowRepositoryR library. We are purposely keeping this small since this dataset will be downloaded as part of running the unit tests and also building the vignette and manual pages of the FlowRepositoryR library. We want those to finish fast as these processes will be done automatically several times a day. Also, we are not tracking the downloads of this particular dataset since the stats would likely be based mainly on these automated downloads. This means several times a day.",Conclusions are included in the referenced paper.,"If you are interested in the full GvHD dataset, please review the referenced publication. The full dataset is also included as part of the flowCore R library; install and load the flowCore library in R and than enter data(GvHD).",[GvHD][DAPI][FlowRepositoryR],[17531779],"http://www.ncbi.nlm.nih.gov/pubmed/17531779, http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2000975",,2,68,Josef Spidlen,Josef Spidlen,Josef Spidlen,2002-08-16 - 2002-08-20,2002-08-16,2002-08-20,2015-03-01,2015-03-01,"BC Cancer Agency,  Terry Fox Lab, Vancouver, BC (Canada)","This work is supported by the Wallace H. Coulter Foundation, the International Society for Advancement of Cytometry, the International Clinical Cytometry Society, various research grants and the flow cytometry community in general.",Quality control measures described in the referenced paper.Quality control of FlowRepository API and the FlowRepositoryR library is ensured by unit tests and BiocCheck.,,,"about.txt, ExampleGate.png",5.61,2.805,2,0.176,0.088,FCS3.0(2),FACSCalibur(2)
FR-FCM-ZZJB,FR-FCM-ZZJB,619,Quantitation of Cell-Cell Fusion Using the Multicolor FCM Assay I,"The purpose of the experiment is to quantify cell-cell fusion by flow cytometric analysis of a wt X wt and a prm1∆ X prm1∆ yeast mating. MATa and MATalpha strains are distinguished by staining each strain with ConcanavalinA- Alexa Fluor 647 (ConA-647) and with ConcanavalinA- Tetramethylrhodamine (ConA-Tet), respectively. Mating pairs are revealed as two-colored entities. Cytoplasmic mixing is measured with a GFP bi-molecular fluorescence complementation assay. Cell fusion efficiency is calculated as the percentage of fused mating pairs over the total number of pairs.",Cell fusion efficiencies of a wt X wt mating and a prm1∆ X prm1∆ mating were quantified.,,[fertilization][mating][bi-molecular complementation][Saccharomyces cerevisiae],,,"[Sample Type = prm1 control samples(4), prm1 X prm1 mating samples(3), wt control samples(2), wt X wt mating samples(3)]",12,91,Valentina Salzman,Pablo Aguilar,Valentina Salzman,2014-07-15 - 2014-07-15,2014-07-15,2014-07-15,2015-03-01,2015-05-01,"Institut Pasteur de Montevideo, Montevideo,  (Uruguay)",Not disclosed,"Each mating sample was analyzed by triplicate, unstained and compensation controls are included in the experiment.",,,140715_NS.plo,474.284,31.619,15,17.287,1.152,FCS3.0(15),CyAn(15)
FR-FCM-ZZJE,FR-FCM-ZZJE,622,Monitoring tumor response during radiotherapy: mice with colon cancer,"Elucidate the role of tumor immunity in a mouse model in which high-dose, single fraction tumor radiation induces complete durable remissions.",None,The compensation matrix was built using beads single-stained controls.,,,,,,15,Darya Orlova,Darya Orlova,Darya Orlova,2015-03-26 -,2015-03-26,,2015-03-01,2015-04-01,None,Not disclosed,None,,,,3011.136,167.285,18,287.261,15.959,FCS2.0(18),LSR II(18)
FR-FCM-ZZJF,FR-FCM-ZZJF,623,Quantifying the immunological and phenotypic differences between three genetically distinct mouse strains,Rank immunological differences of peritoneal cavity cells from three mouse strains based on their similarity to a control sample.,None,The compensation matrix was built using beads single-stained controls. All dead cells were excluded based on high expression of PI. PI was not included into the compensation matrix since only PI-negative cells were analyzed.,,,,,,15,Darya Orlova,Darya Orlova,Darya Orlova,2015-03-26 -,2015-03-26,,2015-03-01,2015-04-01,None,Not disclosed,None,,,,850,60.714,14,56.678,4.048,FCS2.0(14),LSR II.2(14)
FR-FCM-ZZJH,FR-FCM-ZZJH,625,Quantitation of Cell-Cell Fusion Using the Multicolor FCM Assay III,"The purpose of the experiment is to quantify cell-cell fusion by flow cytometric analysis of a wt X wt and a prm1∆ X prm1∆ yeast mating. MATa and MATalpha strains are distinguished by staining each strain with ConcanavalinA- Alexa Fluor 647 (ConA-647) and with ConcanavalinA- Tetramethylrhodamine (ConA-Tet), respectively. Mating pairs are revealed as two-colored entities. Cytoplasmic mixing is measured with a GFP bi-molecular fluorescence complementation assay. Cell fusion efficiency is calculated as the percentage of fused mating pairs over the total number of pairs.",Cell fusion efficiencies of a wt X wt mating and a prm1∆ X prm1∆ mating were quantified.,,[fertilization][mating][bi-molecular complementation][Saccharomyces cerevisiae],,,"[Sample Type = prm1 control samples(5), prm1 X prm1 mating samples(3), wt control samples(5), wt X wt mating samples(3)]",16,90,Valentina Salzman,Pablo Aguilar,Valentina Salzman,2014-05-27 - 2014-05-27,2014-05-27,2014-05-27,2015-03-01,2015-05-01,"Institut Pasteur de Montevideo, Montevideo,  (Uruguay)",Not disclosed,"Each mating sample was analyzed by triplicate, unstained and compensation controls are included in the experiment.",,,140527_NS.plo,452.39,28.274,16,17.369,1.086,FCS3.0(16),CyAn(16)
FR-FCM-ZZJL,FR-FCM-ZZJL,629,Quantitation of Cell-Cell Fusion Using the Multicolor FCM Assay II. Cell Wall Staining Optimization. Mating Pairs Subpopulation Identification.,"The purpose number 1 of the experiment is to quantify cell-cell fusion by flow cytometric analysis of a wt X wt and a prm1∆ X prm1∆  yeast mating. MATa and MATalpha strains are distinguished by staining each strain with ConcanavalinA- Alexa Fluor 647 (ConA-647) and with ConcanavalinA- Tetramethylrhodamine (ConA-Tet), respectively. Mating pairs are revealed as two-colored entities. Cytoplasmic mixing is measured with a GFP bi-molecular fluorescence complementation assay. Cell fusion efficiency is calculated as the percentage of fused mating pairs over the total number of pairs. The purpose number 2 of the experiment is to identify the appropriate concentration range for each ConA-fluorophore conjugate. Haploid cells are stained and incubated at standard mating conditions. The purpose number 3 is to control whether the mating pairs subpopulation is being properly gated, a cell fusion assay between two sterile mutants MATa ste2∆ and MATalpha ste3∆ is performed under standard conditions.",Cell fusion efficiencies of a wt X wt mating and a prm1∆ X prm1∆ mating were quantified (1). For our working system ConA-647 optimal concentration is 20 µg/ml and 250 µg/ml ConA-Tet (2). Mating pairs subpopulation is properly gated (3).,,[fertilization][mating][bi-molecular complementation][Saccharomyces cerevisiae],,,"[Sample Type = ConA-647 labeling optimization samples(4), ConA-Tet labeling optimization samples(3), MATaste2 X MATalpha ste3 mating samples(2), prm1 control samples(5), prm1 X prm1 mating samples(3), sonicated samples(8), ste2/3 control samples(5), wt control samples(5), wt X wt mating samples(3)]",38,92,Valentina Salzman,Pablo Aguilar,Valentina Salzman,2014-08-07 - 2014-08-07,2014-08-07,2014-08-07,2015-03-01,2015-05-01,"Institut Pasteur de Montevideo, Montevideo,  (Uruguay)",Not disclosed,"Each mating sample was analyzed by triplicate, unstained and compensation controls are included in the experiment.",,,"140807_NS_HISC.plo, FR-FCM-ZZ_JL.pdf",1141.971,30.052,38,41.637,1.096,FCS3.0(38),CyAn(38)
FR-FCM-ZZJM,FR-FCM-ZZJM,630,Quantitation of Cell-Cell Fusion of wt Sonicated Samples Using the Multicolor FCM Assay I,"The purpose of the experiment is to quantify cell-cell fusion by flow cytometric analysis of a wt X wt. MATa and MATalpha strains are distinguished by staining each strain with ConcanavalinA- Alexa Fluor 647 (ConA-647) and with ConcanavalinA- Tetramethylrhodamine (ConA-Tet), respectively. Mating pairs are revealed as two-colored entities. Cytoplasmic mixing is measured with a GFP bi-molecular fluorescence complementation assay. Cell fusion efficiency is calculated as the percentage of fused mating pairs over the total number of pairs. Samples are sonicated before flow cytometry analysis. Results are compared with results obtained with non sonicated samples.",Cell fusion efficiencies of  sonicated and non sonicated  wt X wt  matings were similar.,,[fertilization][mating][bi-molecular complementation][Saccharomyces cerevisiae],,,"[Sample Type = wt control samples(5), wt X wt mating samples(3)]",8,92,Valentina Salzman,Pablo Aguilar,Valentina Salzman,2014-01-30 - 2014-01-30,2014-01-30,2014-01-30,2015-03-01,2015-05-01,"Institut Pasteur de Montevideo, Montevideo,  (Uruguay)",Not disclosed,"Each mating sample was analyzed by triplicate, sonicated unstained and compensation controls are included in the experiment.",,,"140130S.plo, FR-FCM-ZZ_JM.pdf",240,30,8,8.751,1.094,FCS3.0(8),CyAn(8)
FR-FCM-ZZJN,FR-FCM-ZZJN,631,Quantitation of Cell-Cell Fusion of wt Sonicated Samples Using the Multicolor FCM Assay II,"The purpose of the experiment is to quantify cell-cell fusion by flow cytometric analysis of a wt X wt. MATa and MATalpha strains are distinguished by staining each strain with ConcanavalinA- Alexa Fluor 647 (ConA-647) and with ConcanavalinA- Tetramethylrhodamine (ConA-Tet), respectively. Mating pairs are revealed as two-colored entities. Cytoplasmic mixing is measured with a GFP bi-molecular fluorescence complementation assay. Cell fusion efficiency is calculated as the percentage of fused mating pairs over the total number of pairs. Samples are sonicated before flow cytometry analysis. Results are compared with results obtained with non sonicated samples.",Cell fusion efficiencies of sonicated and non sonicated wt X wt mating were similar.,,[fertilization][mating][bi-molecular complementation][Saccharomyces cerevisiae],,,"[Sample Type = wt control samples(5), wt X wt mating samples(3)]",8,87,Valentina Salzman,Pablo Aguilar,Valentina Salzman,2014-04-01 - 2014-04-01,2014-04-01,2014-04-01,2015-03-01,2015-05-01,"Institut Pasteur de Montevideo, Montevideo,  (Uruguay)",Not disclosed,"Each mating sample was analyzed by triplicate, sonicated unstained and compensation controls are included in the experiment",,,"140401_S.plo, FR-FCM-ZZ_JN.pdf",240.857,30.107,8,10.629,1.329,FCS3.0(8),CyAn(8)
FR-FCM-ZZJP,FR-FCM-ZZJP,633,Quantitation of Cell-Cell Fusion of wt Non Sonicated Samples Using the Multicolor FCM Assay I,"The purpose of the experiment is to quantify cell-cell fusion by flow cytometric analysis of a wt X wt. MATa and MATalpha strains are distinguished by staining each strain with ConcanavalinA- Alexa Fluor 647 (ConA-647) and with ConcanavalinA- Tetramethylrhodamine (ConA-Tet), respectively. Mating pairs are revealed as two-colored entities. Cytoplasmic mixing is measured with a GFP bi-molecular fluorescence complementation assay. Cell fusion efficiency is calculated as the percentage of fused mating pairs over the total number of pairs.",Cell fusion efficiency of a wt X wt non sonicated mating was similar to sonicated samples of experiment titled Quantitation of Cell-Cell Fusion of wt Sonicated Samples Using the Multicolor FCM Assay I.,,[fertilization][mating][bi-molecular complementation][Saccharomyces cerevisiae],,,"[Sample Type = wt control samples(5), wt X wt mating samples(3)]",8,92,Valentina Salzman,Pablo Aguilar,Valentina Salzman,2014-01-30 - 2014-01-30,2014-01-30,2014-01-30,2015-03-01,2015-05-01,"Institut Pasteur de Montevideo, Montevideo,  (Uruguay)",Not disclosed,"Unstained and compensation controls were included in the experiment, matings were analyzed by triplicate.",,,"140130_NS.plo, FR-FCM-ZZ_JP.pdf",240,30,8,8.751,1.094,FCS3.0(8),CyAn(8)
FR-FCM-ZZJQ,FR-FCM-ZZJQ,634,Diagnostic tool in cystic fibrosis and allergic bronchopulmonary aspergillosis,Explore the ability of basophil CD203c/CD63 biomarkers to serve as a diagnostic tool in cystic fibrosis and allergic bronchopulmonary aspergillosis.,None,"The compensation matrix was built using beads single-stained controls, except for the APC-Cy7. For the APC-Cy7 single-stained control we used cells.",,,,,,15,Darya Orlova,Darya Orlova,Darya Orlova,2015-03-27 -,2015-03-27,,2015-03-01,2015-04-01,None,Not disclosed,None,,,,10897.826,58.907,185,1025.648,5.544,"FCS2.0(184), FCS3.0(1)",LSR II(185)
FR-FCM-ZZJR,FR-FCM-ZZJR,635,Quantitation of Cell-Cell Fusion of wt Non Sonicated Samples Using the Multicolor FCM Assay II. Validation of Compensation Control,"The purpose number 1 of the experiment is to quantify cell-cell fusion by flow cytometric analysis of a wt X wt. MATa and MATalpha strains are distinguished by staining each strain with ConcanavalinA- Alexa Fluor 647 (ConA-647) and with ConcanavalinA- Tetramethylrhodamine (ConA-Tet), respectively. Mating pairs are revealed as two-colored entities. Cytoplasmic mixing is measured with a GFP bi-molecular fluorescence complementation assay. Cell fusion efficiency is calculated as the percentage of fused mating pairs over the total number of pairs. Samples are sonicated before flow cytometry analysis. The purpose number 2 is to verify whether the used compensation controls are the proper ones for this cell fusion analysis. We include in the standard fusion assay experiment single-stained fusion samples obtained from wt x wt mating crosses of strains harboring the same GFP fragment where only one population is stained.","Cell fusion efficiency of a wt X wt non sonicated mating was similar to sonicated samples (1). Haploid single-stained samples are suitable controls to set up compensation parameters, enabling the performance a complete analysis of a cross with only two strains (2).",,[fertilization][mating][bi-molecular complementation][Saccharomyces cerevisiae],,,"[Sample Type = wt control samples(7), wt X wt mating samples(3)]",10,93,Valentina Salzman,Pablo Aguilar,Valentina Salzman,2014-04-01 - 2014-04-01,2014-04-01,2014-04-01,2015-03-01,2015-05-01,"Institut Pasteur de Montevideo, Montevideo,  (Uruguay)",Not disclosed,"Mating was analyzed by triplicate, unstained and compensation controls are included in the same experiment.",,,"140401_NS.plo, FR-FCM-ZZ_JR.pdf",308.544,30.854,10,13.614,1.361,FCS3.0(10),CyAn(10)
